c01  331.4346
c01  331.5335
c01  331.5651
c01  331.6367
c01  331.6447
c01  331.6602
c01  331.7084
c01  331.7613
c01  331.7710
c01  331.7849
c01  331.7970
c01  331.8192
c01  331.8434
c01  331.8641
c01  331.8954
c01  331.9476
c01  332.0058
c02  328.3818
c02  328.4228
c02  328.4398
c02  328.4843
c02  328.5290
c02  328.5488
c02  328.5592
c02  328.5832
c02  328.6026
c02  328.6158
c02  328.6377
c02  328.6871
c02  328.6955
c02  328.7439
c02  328.7688
c02  328.7972
c03  336.7626
c03  336.7955
c03  336.9280
c03  336.9653
c03  336.9786
c03  336.9910
c03  336.9918
c03  336.9970
c03  337.0405
c03  337.0541
c03  337.0692
c03  337.0969
c03  337.1111
c03  337.1112
c03  337.1119
c03  337.1371
c03  337.1408
c03  337.1567
c03  337.1636
c03  337.1710
c03  337.1762
c03  337.1805
c03  337.1805
c03  337.1905
c03  337.1944
c03  337.1946
c03  337.1958
c03  337.2185
c03  337.2266
c03  337.2283
c03  337.2382
c03  337.2393
c03  337.2406
c03  337.2412
c03  337.2501
c03  337.2510
c03  337.2580
c03  337.2668
c03  337.2691
c03  337.2703
c03  337.2715
c03  337.2725
c03  337.2742
c03  337.2824
c03  337.2843
c03  337.2910
c03  337.2911
c03  337.2934
c03  337.2948
c03  337.2975
c03  337.3043
c03  337.3058
c03  337.3078
c03  337.3131
c03  337.3146
c03  337.3184
c03  337.3288
c03  337.3299
c03  337.3303
c03  337.3437
c03  337.3534
c03  337.3598
c03  337.3610
c03  337.3686
c03  337.3769
c03  337.3827
c03  337.4098
c03  337.4126
c03  337.4232
c03  337.4361
c03  337.4366
c03  337.4385
c03  337.4439
c03  337.4445
c03  337.4470
c03  337.4522
c03  337.4740
c03  337.5083
c03  337.5139
c03  337.5366
c03  337.5388
c03  337.5388
c03  337.5457
c03  337.5464
c03  337.5517
c03  337.5579
c03  337.5749
c03  337.5775
c03  337.5800
c03  337.5979
c03  337.6668
c04  331.5699
c04  331.5760
c04  331.6043
c04  331.6089
c04  331.6123
c04  331.6291
c04  331.6362
c04  331.6402
c04  331.6495
c04  331.6833
c04  331.6908
c04  331.7013
c04  331.7065
c04  331.7066
c04  331.7143
c04  331.7185
c04  331.7217
c04  331.7333
c04  331.7369
c04  331.7436
c04  331.7494
c04  331.7508
c04  331.7511
c04  331.7522
c04  331.7568
c04  331.7581
c04  331.7631
c04  331.7781
c04  331.7955
c04  331.7970
c04  331.8155
c04  331.8155
c04  331.8272
c04  331.8389
c04  331.8524
c04  331.8671
c04  331.8717
c04  331.8748
c04  331.8770
c04  331.8798
c04  331.8807
c04  331.8975
c04  331.8984
c04  331.9020
c04  331.9103
c04  331.9156
c04  331.9207
c04  331.9254
c04  331.9498
c04  331.9594
c04  331.9626
c04  331.9633
c04  331.9723
c04  331.9735
c04  331.9737
c04  331.9744
c04  331.9789
c04  331.9817
c04  331.9835
c04  331.9836
c04  331.9848
c04  331.9866
c04  331.9901
c04  331.9903
c04  331.9936
c04  331.9983
c04  332.0000
c04  332.0031
c04  332.0034
c04  332.0068
c04  332.0077
c04  332.0106
c04  332.0109
c04  332.0171
c04  332.0181
c04  332.0185
c04  332.0271
c04  332.0350
c04  332.0399
c04  332.0414
c04  332.0733
c04  332.1012
c04  332.1035
c04  332.1191
c04  332.1307
c04  332.1501
c04  332.1943
c04  332.2064
c04  332.2224
c04  332.3511
c05  328.7557
c05  328.8223
c05  328.8607
c05  328.8812
c05  328.9187
c05  328.9252
c05  329.0283
c05  329.0476
c05  329.0706
c05  329.0803
c05  329.1246
c05  329.1361
c05  329.1419
c05  329.1532
c05  329.1575
c05  329.1740
c05  329.2057
c05  329.2073
c05  329.2077
c05  329.2334
c05  329.2482
c05  329.2577
c05  329.2961
c05  329.2988
c05  329.3256
c05  329.3300
c05  329.3321
c05  329.3433
c05  329.3513
c05  329.3515
c05  329.3532
c05  329.3616
c05  329.3680
c05  329.3982
c05  329.3999
c05  329.4048
c05  329.4054
c05  329.4108
c05  329.4170
c05  329.4260
c05  329.4283
c05  329.4392
c05  329.4478
c05  329.4573
c05  329.4650
c05  329.4653
c05  329.4774
c05  329.4790
c05  329.4841
c05  329.5077
c05  329.5198
c05  329.5252
c05  329.5293
c05  329.5326
c05  329.5374
c05  329.5388
c05  329.5661
c05  329.5770
c05  329.5818
c05  329.5900
c05  329.5930
c05  329.6086
c05  329.6096
c05  329.6097
c05  329.6147
c05  329.6151
c05  329.6166
c05  329.6367
c05  329.6539
c05  329.6584
c05  329.6835
c05  329.6860
c05  329.6861
c05  329.7026
c05  329.7229
c05  329.7354
c05  329.7382
c05  329.7471
c05  329.8218
c05  329.8368
c05  329.8849
c05  329.8946
c05  329.9309
c05  329.9480
c05  329.9494
c05  329.9735
c05  330.0366
c05  330.0491
c05  330.0765
c05  330.4562
c06  304.7126
c06  304.7166
c06  304.8451
c06  304.8469
c06  304.8747
c06  304.8827
c06  304.9048
c06  304.9160
c06  304.9264
c06  304.9335
c06  304.9382
c06  304.9389
c06  304.9426
c06  304.9493
c06  304.9541
c06  304.9596
c06  304.9655
c06  304.9735
c06  304.9787
c06  304.9875
c06  304.9897
c06  304.9920
c06  305.0128
c06  305.0130
c06  305.0131
c06  305.0136
c06  305.0192
c06  305.0202
c06  305.0371
c06  305.0437
c06  305.0455
c06  305.0493
c06  305.0681
c06  305.0703
c06  305.0715
c06  305.0794
c06  305.0800
c06  305.0804
c06  305.0856
c06  305.0863
c06  305.0934
c06  305.1108
c06  305.1128
c06  305.1264
c06  305.1305
c06  305.1308
c06  305.1348
c06  305.1367
c06  305.1512
c06  305.1625
c06  305.1638
c06  305.1686
c06  305.1716
c06  305.1717
c06  305.1719
c06  305.1774
c06  305.1830
c06  305.1903
c06  305.1903
c06  305.1984
c06  305.2039
c06  305.2270
c06  305.2316
c06  305.2360
c06  305.2424
c06  305.2490
c06  305.2541
c06  305.2558
c06  305.2639
c06  305.2837
c06  305.2938
c06  305.2995
c06  305.3072
c06  305.3134
c06  305.3360
c06  305.3415
c06  305.3480
c06  305.3619
c06  305.3689
c06  305.3730
c06  305.3933
c06  305.4047
c06  305.5269
c06  305.5715
c06  305.6123
c07  316.5023
c07  317.0126
c07  317.1432
c07  317.5136
c07  317.5208
c07  317.5463
c07  317.5465
c07  317.5467
c07  317.5500
c07  317.5808
c07  317.5845
c07  317.5967
c07  317.6108
c07  317.6505
c07  317.6538
c07  317.6664
c07  317.6878
c07  317.6915
c07  317.6974
c07  317.7029
c07  317.7071
c07  317.7075
c07  317.7134
c07  317.7161
c07  317.7235
c07  317.7339
c07  317.7471
c07  317.7561
c07  317.7603
c07  317.7631
c07  317.7725
c07  317.7765
c07  317.7813
c07  317.7815
c07  317.7968
c07  317.7986
c07  317.8020
c07  317.8042
c07  317.8045
c07  317.8061
c07  317.8070
c07  317.8165
c07  317.8181
c07  317.8270
c07  317.8337
c07  317.8344
c07  317.8441
c07  317.8476
c07  317.8582
c07  317.8616
c07  317.8637
c07  317.8710
c07  317.8933
c07  317.9103
c07  317.9106
c07  317.9129
c07  317.9169
c07  317.9182
c07  317.9212
c07  317.9470
c07  317.9484
c07  317.9496
c07  317.9514
c07  317.9732
c07  317.9789
c07  317.9803
c07  317.9822
c07  317.9838
c07  317.9846
c07  318.0065
c07  318.0105
c07  318.0209
c07  318.0523
c07  318.0554
c07  318.0669
c07  318.1067
c07  318.1167
c07  318.1269
c07  318.1449
c07  318.1451
c07  318.1473
c07  318.1564
c07  318.1707
c07  318.2778
c07  318.3223
c07  318.3750
c07  318.4532
c07  318.5720
c08  308.4360
c08  308.7930
c08  308.8010
c08  308.8556
c08  308.8925
c08  308.9203
c08  308.9896
c08  309.0016
c08  309.0603
c08  309.0607
c08  309.1204
c08  309.1268
c08  309.2268
c08  309.2374
c08  309.2425
c08  309.2562
c08  309.2852
c08  309.3166
c08  309.3851
c08  309.3886
c08  309.3909
c08  309.4000
c08  309.4066
c08  309.4201
c08  309.4319
c08  309.4843
c08  309.5010
c08  309.5247
c08  309.5297
c08  309.5351
c08  309.5363
c08  309.5470
c08  309.5628
c08  309.5687
c08  309.5705
c08  309.5770
c08  309.5938
c08  309.6291
c08  309.6453
c08  309.6473
c08  309.6772
c08  309.6847
c08  309.6972
c08  309.6986
c08  309.7302
c08  309.7317
c08  309.7438
c08  309.7496
c08  309.7565
c08  309.7639
c08  309.8072
c08  309.8146
c08  309.8349
c08  309.8484
c08  309.9056
c08  309.9351
c08  309.9613
c08  309.9767
c08  310.0291
c08  310.0469
c08  310.0514
c08  310.0621
c08  310.0849
c08  310.0985
c08  310.1266
c08  310.2132
c08  310.2308
c08  310.2552
c08  310.2914
c08  310.2979
c08  310.3133
c08  310.3157
c08  310.3171
c08  310.3306
c08  310.3712
c08  310.3737
c08  310.4033
c08  310.4065
c08  310.4537
c08  310.5240
c08  310.7103
c08  310.7288
c08  310.7429
c08  310.8839
c08  310.8854
c08  310.9465
c09  322.9908
c09  323.0988
c09  323.1229
c09  323.1266
c09  323.1412
c09  323.1770
c09  323.2245
c09  323.2961
c09  323.3150
c09  323.3164
c09  323.3325
c09  323.3751
c09  323.3881
c09  323.3891
c09  323.3923
c09  323.3959
c09  323.3968
c09  323.4094
c09  323.4104
c09  323.4126
c09  323.4140
c09  323.4260
c09  323.4436
c09  323.4487
c09  323.4635
c09  323.4688
c09  323.4811
c09  323.4838
c09  323.4962
c09  323.5069
c09  323.5096
c09  323.5104
c09  323.5219
c09  323.5222
c09  323.5396
