c03    337.2580
c03    337.4445
c03    337.2501
c03    337.1111
c04    332.0399
c04    332.0106
c04    331.8770
c04    331.9254
c05    329.1246
c05    329.0803
c05    329.2988
c05    329.1419
c06    305.3730
c06    305.1638
c06    305.1719
c06    304.8747
c07    317.8042
c07    317.6538
c07    317.7471
c07    317.7815
c08    309.6772
c08    310.5240
c08    310.0469
c08    310.3171
c09    323.6148
c09    323.9127
c09    324.0696
c09    323.9826
c10    337.1158
c10    337.2196
c10    336.9605
c10    336.7349
c11    330.8816
c11    331.0889
c11    330.9758
c11    331.0469
c12    325.0231
c12    325.4956
c12    325.0367
c12    324.7675
c13    329.2368
c13    328.9899
c13    329.1167
c13    328.7787
c14    333.6208
c14    333.4578
c14    333.5353
c14    333.3585
c15    311.6159
c15    311.3694
c15    311.8074
c15    311.5879
c16    315.8757
c16    316.1223
c16    315.9562
c16    315.8126
c17    318.1857
c17    318.7760
c17    318.4832
c17    318.7312
c18    327.8881
c18    327.4960
c18    327.5897
c18    327.0732
c19    326.2603
c19    326.1582
c19    325.7344
c19    326.3608
c20    323.9200
c20    323.8529
c20    323.7734
c20    323.4353
c21    333.1801
c21    332.7330
c21    333.0196
c21    332.9743
c22    325.8921
c22    325.9324
c22    326.0091
c22    326.3095
c23    339.1831
c23    339.0318
c23    339.2310
c23    339.2547
c24    337.8316
c24    337.7109
c24    337.6888
c24    337.7628
c25    342.3083
c25    342.5293
c25    342.4478
c25    342.1491
c26    338.9816
c26    339.1484
c26    338.8134
c26    338.7587
c27    328.3683
c27    328.1323
c27    328.1114
c27    327.8592
c28    340.6292
c28    340.3719
c28    340.5514
c28    340.6847
c29    316.2453
c29    316.1897
c29    316.4304
c29    316.7460
c30    324.2606
c30    323.8837
c30    324.1850
c30    324.6330
c31    324.9487
c31    323.8213
c31    323.1550
c31    324.2242
c32    327.2435
c32    326.7688
c32    326.5875
c32    326.6483
c33    321.1321
c33    320.7349
c33    321.0905
c33    321.0641
c34    338.3439
c34    337.8815
c34    337.9394
c34    337.8135
c35    342.1838
c35    342.0794
c35    342.2429
c35    342.1738
c36    328.3838
c36    328.3974
c36    328.2716
c36    328.1052
c37    320.2428
c37    321.1935
c37    321.6199
c37    320.3917
c38    307.9464
c38    308.0710
c38    308.1734
c38    307.4671
c39    335.7187
c39    335.2514
c39    334.8060
c39    335.2573
c40    321.5075
c40    321.6182
c40    321.3865
c40    320.9749
c41    323.8057
c41    324.2135
c41    324.2493
c41    323.8396
c42    315.8058
c42    315.7404
c42    315.5833
c42    315.6543
c43    337.5717
c43    337.5230
c43    337.1719
c43    336.8617
c44    326.0255
c44    325.7805
c44    325.8112
c44    326.0269
c45    325.0307
c45    324.5001
c45    324.5255
c45    325.0620
c46    334.1430
c46    333.9021
c46    333.8992
c46    334.0820
c47    308.5002
c47    307.8229
c47    307.7010
c47    307.4883
c48    327.3415
c48    326.6812
c48    326.7517
c48    326.8424
c49    319.9650
c49    320.2114
c49    319.2333
c49    319.0511
c50    304.5924
c50    304.6064
c50    304.4412
c50    304.4352
c51    328.7775
c51    328.6539
c51    328.7052
c51    328.5601
c52    328.3035
c52    327.6974
c52    327.8183
c52    327.6037
